id,period,MPUBID_XRND,CRACE_XRND,CSEX_XRND,CYRB_XRND,HGC_OF_MOTHER_AS_OF_MAY_1_R,HOW_MANY_BOOKS,HOW_OFTEN_MOM_READS,HOW_OFT_CH_EATS_W,MOM_HELPS_CH_LEARN_NUMBERS,MOM_HELPS_CH_LEARN_ALPHABET,MOM_HELPS_CH_LEARN_COLORS,MOM_HELPS_CH_LEARN_SHAPES,HOW_OFT_CH_TAKEN_TO_MUSEUM,MUSIC_INSTMT_CH,CH_GET_SPEC_LESSON,HOW_OFT_CH_TAKEN_TO_PERFORMANCE,HOW_OFT_CH_SPEND_TIME_W_DAD,HOW_OFT_CH_W_DAD_OUTDOORS,DO_PARS_DISCUSS_TV,PIAT_MATH,PIAT_READ_REC,PIAT_READ_COMP,PPVT,CHILD_EVER_ENROLLED_IN_HEAD,HOW_LONG_CHILD_WAS_IN_HEAD,IF_LOW_GRADES,TYPE_OF_SCHOOL,CH_ATTENDS_PUBLIC_PRIV_RELI,CHILD_AGE_WHEN_1ST_ATTD_HEA,IS_SCHOOL_GIFTED_HANDICAPPED,OWN_A_HOME_COMPUTER,PARS_HELP_W_HOMEWORK,DOES_CHILD_USE_ANY_COMPUTER,MOMHGC_EVER_XRND,HGC_YEARLY_CHILD,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,PROFDEGREE_XRND,UNEMPR_TOTAL,UNEMPSP_TOTAL,AFDC_TOTAL,FDSTMPS_TOTAL,SSI_TOTAL,WELFARE_AMT,SSDI_TOTAL,MOTHER_BIRTH_MONTH,MOTHER_BIRTH_YEAR,SPOUSE_WKSWK_PCY,SPOUSE_HRSWK_PCY,LABOR_INCOME,MOM_RACE,URBAN_RURAL,WKSWK_PCY,HRSWK_PCY,HGC_REV_MOM,TNFI_TRUNC,ASVAB_1,ASVAB_2,ASVAB_3,ASVAB_4,ASVAB_5,ASVAB_6,ASVAB_7,ASVAB_8,ASVAB_9,ASVAB_10,ASVAB_11,ASVAB_12,AFQT_1,AFQT_2,AFQT_3,HGC_EVER_MOM_XRND,HIGHEST_DEGREE_EVER_MOM_XRND,NUM_OLDER_SIBLINGS,NUM_CHILDREN,TRANSFER_INCOME,MOTHER_AGE,FIPS,TCURELSC_per_student,Center_Care_Price,Family_Care_Price
214201.0,2,2142.0,3.0,2.0,1982.0,12.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,0.0,0.0,0.0288461538461538,3.0,1.0,1.0,44.0,53.0,49.0,102.0,0.0,0.0,5.0,,1.0,,1.0,,,,12.0,,,,,,,,,9484.4698364969,,297.71934659968,,297.71934659968,,,,52.0,40.0,6620.878048780486,3.0,0.0,52.0,2080.0,12.0,9560.808627803191,,,,,,,,,,,,,,,,12.0,1.0,0.0,2.0,289.8801068792276,,36089,4748.6999951388825,66.1922305199307,50.77419236695358
214201.0,3,2142.0,3.0,2.0,1982.0,12.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,0.0,0.0,0.0288461538461538,3.0,1.0,1.0,44.0,53.0,49.0,102.0,0.0,0.0,5.0,,1.0,,1.0,,,,12.0,,,,,,,,,9484.4698364969,,146.04878048780486,,146.04878048780486,,,,52.0,40.0,8276.097560975608,3.0,0.0,52.0,2080.0,12.0,9152.39024390244,,,,,,,,,,,,,,,,12.0,1.0,0.0,2.0,138.25951219512194,,12063,3410.245260464799,50.138947367350255,42.9277325802299
214202.0,0,2142.0,3.0,2.0,1984.0,12.0,,3.0,,1.0,1.0,1.0,1.0,,,,,,,,26.0,19.0,18.0,70.75,0.0,0.0,,,,,,,,,12.0,,,,,,,,,9484.4698364969,,742.1784928147705,,742.1784928147705,,,,46.0,42.5,2339.653463480032,3.0,0.5,16.666666666666668,563.1666666666666,12.0,5565.094393304865,,,,,,,,,,,,,,,,12.0,1.0,1.0,2.0,3894.55886513666,,21115,,,
214202.0,1,2142.0,3.0,2.0,1984.0,12.0,,1.75,,0.0,0.0,0.0,0.0,,,,,,,,44.0,47.0,47.0,100.0,0.0,0.0,,,,,,,,,12.0,,,,,,,,,9484.4698364969,,626.7465610745551,,626.7465610745551,,,,52.0,40.0,5239.451972008895,3.0,0.0,52.0,2056.0,12.0,9614.81155306511,,,,,,,,,,,,,,,,12.0,1.0,1.0,2.0,618.5445036311612,,49001,2099.469712379543,45.308850770260534,37.62079411332678
214202.0,2,2142.0,3.0,2.0,1984.0,12.0,,,,0.0,0.0,0.0,0.0,,,,,,,,44.0,47.0,47.0,100.0,0.0,0.0,,,,,,,,,12.0,,,,,,,,,9484.4698364969,,146.04878048780486,,146.04878048780486,,,,52.0,40.0,8276.097560975608,3.0,0.0,52.0,2080.0,12.0,9152.39024390244,,,,,,,,,,,,,,,,12.0,1.0,1.0,2.0,138.25951219512194,,29161,2886.0369602459286,,
214202.0,3,2142.0,3.0,2.0,1984.0,12.0,,,,0.0,0.0,0.0,0.0,,,,,,,,44.0,47.0,47.0,100.0,0.0,0.0,,,,,,,,,12.0,,,,,,,,,9484.4698364969,,146.04878048780486,,146.04878048780486,,,,52.0,40.0,8276.097560975608,3.0,0.0,52.0,2080.0,12.0,9152.39024390244,,,,,,,,,,,,,,,,12.0,1.0,1.0,2.0,138.25951219512194,,13179,3493.312080061985,45.805131059324644,39.29602632585056
215001.0,0,2150.0,3.0,2.0,2001.0,15.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,4692.264636740177,3.0,0.0,30.0,1200.0,15.0,4692.264636740177,,,,,,,,,,,,,,,,15.0,1.0,0.0,1.0,,,38037,4786.458193317704,50.44994761671959,38.47748355664812
215001.0,1,2150.0,3.0,2.0,2001.0,15.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,4692.264636740177,3.0,0.0,30.0,1200.0,15.0,4692.264636740177,,,,,,,,,,,,,,,,15.0,1.0,0.0,1.0,,,18085,4140.744554351091,,
215001.0,2,2150.0,3.0,2.0,2001.0,15.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,4692.264636740177,3.0,0.0,30.0,1200.0,15.0,4692.264636740177,,,,,,,,,,,,,,,,15.0,1.0,0.0,1.0,,,48115,4743.307934877064,47.677126469973324,42.69568393348746
215001.0,3,2150.0,3.0,2.0,2001.0,15.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,4692.264636740177,3.0,0.0,30.0,1200.0,15.0,4692.264636740177,,,,,,,,,,,,,,,,15.0,1.0,0.0,1.0,,,13311,5015.426804282082,39.91973525012092,37.19960325439975
215301.0,0,2153.0,3.0,1.0,1984.0,12.0,20.0,1.150747986191024,4.0,1.0,1.0,1.0,0.0,0.0288461538461538,,,,,,,16.0,18.0,18.0,60.5,0.0,0.0,,,1.0,,1.0,0.0,0.3452243958573073,,12.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,631.7127659574468,702.0600823123342,,512.0120219700007,,512.0120219700007,,,,37.833333333333336,40.833333333333336,1011.3704092101608,3.0,0.0,13.166666666666666,424.0,12.0,7446.807677315687,,,,,,,,,,,,,,,,12.0,1.0,0.0,4.0,858.4027479147859,,05113,,,
215301.0,1,2153.0,3.0,1.0,1984.0,12.0,20.0,0.5156651102062494,4.0,0.0,0.0,0.0,0.0,0.0288461538461538,0.0,0.0,0.0,3.0,0.2301495972382048,1.0,45.0,47.5,46.0,100.5,0.0,0.0,5.0,,1.0,,1.0,0.0,0.3452243958573072,,12.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,631.7127659574468,693.858950843727,,1362.827633556075,,1362.827633556075,,,,50.25,51.25,2620.6228651143256,3.0,0.0,30.5,1155.25,12.0,8101.375289417469,,,,,,,,,,,,,,,,12.0,1.0,0.0,4.0,1354.6225498309518,,08093,3623.9859681422695,89.35969118217702,61.70592682165633
215301.0,2,2153.0,3.0,1.0,1984.0,12.0,18.5,,1.9,0.0,0.0,0.0,0.0,0.0288461538461538,0.3,0.7,0.0,1.6,0.7690448791714615,1.0,65.0,78.0,75.0,112.0,0.0,0.0,5.0,,1.0,,1.0,0.0,0.3452243958573072,,12.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,637.1488867613098,693.858950843727,,785.8356235307286,,785.8356235307286,,,,51.4,52.9,2873.4999084347064,3.0,0.3,40.0,779.6,12.0,11401.180756482963,,,,,,,,,,,,,,,,12.0,1.0,0.0,4.0,743.1915478188002,,55097,3951.3593754969806,78.15261564348054,61.16876460983158
215301.0,3,2153.0,3.0,1.0,1984.0,12.0,15.0,,1.0,0.0,0.0,0.0,0.0,0.0288461538461538,1.0,1.0,0.0,1.0,1.0,1.0,65.0,78.0,75.0,112.0,0.0,0.0,5.0,,1.0,,1.0,0.0,0.3452243958573072,,12.0,10.5,3.0,0.0,0.0,0.0,0.0,0.0,724.1268196231168,693.858950843727,,500.1609328682064,,500.1609328682064,,,,52.0,55.0,2542.4560965152355,3.0,1.0,36.4,820.1,12.0,4513.907323599514,,,,,,,,,,,,,,,,12.0,1.0,0.0,4.0,605.0368139723947,,31097,4330.242453661862,51.96936916438439,46.183030214878485
215302.0,0,2153.0,3.0,2.0,1987.0,12.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,11.0,6.0,6.0,48.0,0.0,0.0,,1.0,1.0,,1.0,0.0,0.3452243958573073,,12.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,631.7127659574468,,,925.6832567323504,,925.6832567323504,,,,44.833333333333336,48.333333333333336,2317.9268193751227,3.0,0.0,27.666666666666668,1000.1666666666666,12.0,7689.010080856176,,,,,,,,,,,,,,,,12.0,1.0,1.0,4.0,916.7265394682148,,13295,2689.9718032794185,32.97309588911419,30.775569431178557
215302.0,1,2153.0,3.0,2.0,1987.0,12.0,20.0,0.6754807692307693,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,51.0,50.0,51.0,97.0,0.0,0.0,5.0,1.0,1.0,,1.0,0.0,0.3452243958573072,,12.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,631.7127659574468,,,1069.3250051654866,,1069.3250051654866,,,,51.25,48.625,2140.2071786678416,3.0,0.0,30.0,691.5,12.0,10535.609800629138,,,,,,,,,,,,,,,,12.0,1.0,1.0,4.0,1039.4210968050943,,21133,3409.997979226228,37.729735392785244,33.845558109235824
215302.0,2,2153.0,3.0,2.0,1987.0,12.0,20.0,,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0144230769230769,2.0,1.0,1.0,62.0,71.0,65.0,114.0,0.0,0.0,5.0,1.0,1.0,,1.0,0.0,0.3452243958573072,,12.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,686.0739739960762,,,592.3390588268219,,592.3390588268219,,,,52.0,55.0,2921.746155892305,3.0,0.9,42.8,870.1,12.0,7753.8509895034,,,,,,,,,,,,,,,,12.0,1.0,1.0,4.0,679.4072703091067,,29227,3427.5416937407076,31.85192908861049,
215302.0,3,2153.0,3.0,2.0,1987.0,12.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0288461538461538,3.0,1.0,1.0,62.0,71.0,65.0,114.0,0.0,0.0,5.0,1.0,1.0,,1.0,0.0,0.1841196777905638,,12.0,10.7,7.0,1.0,0.0,0.0,0.0,0.0,740.4351820347057,,,494.5217455778297,,494.5217455778297,,,,52.0,55.0,3320.9734943512167,3.0,1.0,43.6,1541.5,12.0,4866.851360329147,,,,,,,,,,,,,,,,12.0,1.0,1.0,4.0,488.3910250462295,,26055,6145.809323440457,70.58535500771495,56.805593944900764
215303.0,0,2153.0,3.0,2.0,1987.0,12.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,8.0,8.0,8.0,57.0,0.0,0.0,,1.0,1.0,,1.0,0.0,0.3452243958573073,,12.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,631.7127659574468,,,925.6832567323504,,925.6832567323504,,,,44.833333333333336,48.333333333333336,2317.9268193751227,3.0,0.0,27.666666666666668,1000.1666666666666,12.0,7689.010080856176,,,,,,,,,,,,,,,,12.0,1.0,1.0,4.0,916.7265394682148,,54073,4022.1263472548394,41.77648646460006,34.05001016570989
215303.0,1,2153.0,3.0,2.0,1987.0,12.0,20.0,1.056530494821634,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,54.0,58.0,46.0,105.0,0.0,0.0,4.0,1.0,1.0,,1.0,0.0,0.3452243958573072,,12.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,631.7127659574468,,,1069.3250051654866,,1069.3250051654866,,,,51.25,48.625,2140.2071786678416,3.0,0.0,30.0,691.5,12.0,10535.609800629138,,,,,,,,,,,,,,,,12.0,1.0,1.0,4.0,1039.4210968050943,,18163,3774.0278104680924,,
215303.0,2,2153.0,3.0,2.0,1987.0,12.0,20.0,,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0144230769230769,2.0,1.0,1.0,57.0,78.0,72.0,112.0,0.0,0.0,4.5,1.0,1.0,,1.0,0.0,0.3452243958573072,,12.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,686.0739739960762,,,592.3390588268219,,592.3390588268219,,,,52.0,55.0,2921.746155892305,3.0,0.9,42.8,870.1,12.0,7753.8509895034,,,,,,,,,,,,,,,,12.0,1.0,1.0,4.0,679.4072703091067,,40119,3358.8292212167157,62.5592164887138,49.044340133793725
215303.0,3,2153.0,3.0,2.0,1987.0,12.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0288461538461538,3.0,1.0,1.0,57.0,78.0,72.0,112.0,0.0,0.0,5.0,1.0,1.0,,1.0,0.0,0.3452243958573072,,12.0,10.7,3.0,0.0,0.0,0.0,0.0,0.0,740.4351820347057,,,494.5217455778297,,494.5217455778297,,,,52.0,55.0,3320.9734943512167,3.0,1.0,43.6,1541.5,12.0,4866.851360329147,,,,,,,,,,,,,,,,12.0,1.0,1.0,4.0,488.3910250462295,,54027,4238.101809206309,46.177394254207776,37.28050141463412
215304.0,0,2153.0,3.0,2.0,1992.0,12.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,23.0,19.0,19.0,50.833333333333336,0.0,0.0,,1.0,1.0,,,0.0,1.5,0.0,12.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,631.7127659574468,,,1125.5293191204837,,1125.5293191204837,,,,51.5,49.91666666666666,2222.640390389404,3.0,0.0833333333333333,30.33333333333333,697.6666666666666,12.0,10713.364512029444,,,,,,,,,,,,,,,,12.0,1.0,3.0,4.0,1088.1504016247563,,54105,3449.2264784646563,40.32990801967064,32.51864333501086
215304.0,1,2153.0,3.0,2.0,1992.0,12.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,38.5,34.5,38.0,98.16666666666669,0.0,0.0,5.0,1.0,1.0,,,0.0,1.5,0.0,12.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,699.6642760057335,,,560.0896313761707,,560.0896313761707,,,,52.0,53.125,2835.2632925521098,3.0,1.0,42.5,867.625,12.0,6720.348000764567,,,,,,,,,,,,,,,,12.0,1.0,3.0,4.0,693.0795822543434,,72011,,,
215304.0,2,2153.0,3.0,2.0,1992.0,12.0,20.0,,0.0690448791714614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.423076923076923,0.3,64.0,68.0,57.0,110.0,0.0,0.0,5.0,1.0,1.0,,,0.0,1.5,0.0,12.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,740.4351820347057,,,429.9998131647011,,429.9998131647011,,,,52.0,47.5,3320.9734943512167,3.0,1.0,43.6,1541.5,12.0,4866.851360329147,,,,,,,,,,,,,,,,12.0,1.0,3.0,4.0,424.0645782184858,,48109,5032.626678289142,43.29954184946662,38.326571054816974
215304.0,3,2153.0,3.0,2.0,1992.0,12.0,20.0,,0.2301495972382048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,64.0,68.0,57.0,110.0,0.0,0.0,5.0,1.0,1.0,,,0.0,1.5,0.0,12.0,9.5,2.0,0.0,0.0,0.0,0.0,0.0,740.4351820347057,,,216.12808228152292,,216.12808228152292,,,,52.0,41.5,772.1303768706064,3.0,1.0,12.4,422.8,12.0,6151.205473308609,,,,,,,,,,,,,,,,12.0,1.0,3.0,4.0,210.8512198189864,,21135,4292.116347636149,41.03926055021238,37.786505342856515
215401.0,0,2154.0,3.0,1.0,1986.0,13.0,20.0,7.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,38.0,35.0,29.0,40.0,0.0,0.0,,,1.0,,,,1.5,,14.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,51.333333333333336,43.333333333333336,9553.354126761204,3.0,0.0,52.0,2080.0,13.0,17246.901090641943,,,,,,,,,,,,,,,,14.0,1.0,0.0,2.0,,,54097,2904.3618994628387,44.46473948933141,36.20630710614163
215401.0,1,2154.0,3.0,1.0,1986.0,13.75,20.0,7.0,4.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,,1.0,38.0,35.0,29.0,40.0,0.0,0.0,5.0,,1.0,,,,1.5,,14.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,50.375,40.0,10305.3990078307,3.0,0.0625,52.0,2080.0,13.75,17897.60806330517,,,,,,,,,,,,,,,,14.0,1.0,0.0,2.0,,,37175,3109.9223749145985,52.77345186541801,45.17675424180025
215401.0,2,2154.0,3.0,1.0,1986.0,14.0,20.0,,4.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,,1.0,38.0,35.0,29.0,40.0,0.0,0.0,5.0,,1.0,,,,1.5,,14.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,41.5,40.0,10223.41463414634,3.0,0.85,52.0,2080.0,14.0,17574.53658536585,,,,,,,,,,,,,,,,14.0,1.0,0.0,2.0,,,48081,4647.924217335383,41.03947876913374,37.274238134606094
215401.0,3,2154.0,3.0,1.0,1986.0,14.0,20.0,,4.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,,1.0,38.0,35.0,29.0,40.0,0.0,0.0,5.0,,1.0,,,,1.5,,14.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,40.0,40.0,10223.41463414634,3.0,1.0,52.0,2080.0,14.0,17574.53658536585,,,,,,,,,,,,,,,,14.0,1.0,0.0,2.0,,,26005,4436.233439333361,59.0306678354299,48.27247346910343
215402.0,0,2154.0,3.0,1.0,1988.0,13.166666666666666,,7.0,,1.0,1.0,1.0,1.0,,,,,,,,18.0,9.0,9.0,58.0,0.0,0.0,,,,,,,,,14.0,,8.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,51.333333333333336,40.833333333333336,9957.557952058156,3.0,0.0,52.0,2080.0,13.166666666666666,17942.55352253046,,,,,,,,,,,,,,,,14.0,1.0,1.0,2.0,,,31003,3814.91129065688,48.45961514299036,43.04356821089834
215402.0,1,2154.0,3.0,1.0,1988.0,14.0,,5.5,,0.0,0.0,0.0,0.0,,,,,,,,18.0,9.0,9.0,58.0,0.0,0.0,,,,,,,,,14.0,,8.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,46.25,40.0,10223.41463414634,3.0,0.375,52.0,2080.0,14.0,17574.53658536585,,,,,,,,,,,,,,,,14.0,1.0,1.0,2.0,,,39135,3184.7378704978296,58.84816838101702,54.1552693597943
215402.0,2,2154.0,3.0,1.0,1988.0,14.0,,,,0.0,0.0,0.0,0.0,,,,,,,,18.0,9.0,9.0,58.0,0.0,0.0,,,,,,,,,14.0,,8.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,40.0,40.0,10223.41463414634,3.0,1.0,52.0,2080.0,14.0,17574.53658536585,,,,,,,,,,,,,,,,14.0,1.0,1.0,2.0,,,28043,2616.144957263702,30.31445302342173,23.276581897611614
215402.0,3,2154.0,3.0,1.0,1988.0,14.0,,,,0.0,0.0,0.0,0.0,,,,,,,,18.0,9.0,9.0,58.0,0.0,0.0,,,,,,,,,14.0,,8.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,40.0,40.0,10223.41463414634,3.0,1.0,52.0,2080.0,14.0,17574.53658536585,,,,,,,,,,,,,,,,14.0,1.0,1.0,2.0,,,26019,4264.430457140312,64.44188186984827,52.36933134503179
215501.0,0,2155.0,3.0,1.0,1995.0,19.0,20.0,7.0,7.0,0.0,0.0,0.0,0.0,0.1346153846153846,,,,,,,19.0,19.0,22.0,53.0,0.0,0.0,,1.0,1.0,,,,1.5,1.0,19.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,50.75,47.083333333333336,9541.875562411618,3.0,1.0,17.083333333333332,683.3333333333334,19.0,251416.4263303452,,,,,,,,,,,,,,,,19.0,4.0,0.0,2.0,,,05149,2774.8027651813354,34.75197290408738,31.486282140927695
215501.0,1,2155.0,3.0,1.0,1995.0,19.0,20.0,5.5,7.0,0.0,0.0,0.0,0.0,0.1346153846153846,1.0,1.0,0.1346153846153846,1.0,7.0,1.0,26.0,29.0,33.0,95.0,0.0,0.0,4.0,1.0,1.0,,,,1.5,1.0,19.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,52.0,50.625,0.0,3.0,1.0,0.0,0.0,19.0,79960.21216444543,,,,,,,,,,,,,,,,19.0,4.0,0.0,2.0,,,02122,4824.044023632406,61.32688674337075,65.73141215488025
215501.0,2,2155.0,3.0,1.0,1995.0,19.0,20.0,,5.5,0.0,0.0,0.0,0.0,0.0817307692307692,1.0,0.5,0.0817307692307692,1.0,5.5,1.0,52.0,45.0,40.0,116.0,0.0,0.0,4.5,1.0,1.0,,,,1.5,1.0,19.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,52.0,59.0,673.5455538047393,3.0,1.0,22.7,331.0,19.0,78735.52521061373,,,,,,,,,,,,,,,,19.0,4.0,0.0,2.0,,,01101,3988.1156577130546,46.323742581590366,42.25938408656886
215501.0,3,2155.0,3.0,1.0,1995.0,19.0,20.0,,4.0,0.0,0.0,0.0,0.0,0.0288461538461538,1.0,0.0,0.0288461538461538,1.0,4.0,1.0,52.0,45.0,40.0,116.0,0.0,0.0,5.0,1.0,1.0,,,,0.45,1.0,19.0,7.7,8.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,52.0,55.5,768.2922363671887,3.0,1.0,11.7,177.0,19.0,77608.92365193061,,,,,,,,,,,,,,,,19.0,4.0,0.0,2.0,,,39133,4944.521013295537,72.78517541641,64.81864031276835
215502.0,0,2155.0,3.0,2.0,1998.0,19.0,20.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0288461538461538,,,,,,,12.0,6.0,6.0,52.0,0.0,0.0,,5.0,1.0,,,,0.1150747986191024,1.0,19.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,52.0,46.25,0.0,3.0,1.0,0.0,0.0,19.0,98774.5305429345,,,,,,,,,,,,,,,,19.0,4.0,1.0,2.0,,,27043,3876.969460224758,58.363886717625746,45.53050244238017
215502.0,1,2155.0,3.0,2.0,1998.0,19.0,20.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0288461538461538,1.0,1.0,0.1346153846153846,1.0,1.0,1.0,31.0,32.5,32.0,83.5,0.0,0.0,5.0,2.5,1.0,,,,0.1150747986191024,1.0,19.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,52.0,60.0,204.45916482791944,3.0,1.0,6.5,97.5,19.0,85600.55082994392,,,,,,,,,,,,,,,,19.0,4.0,1.0,2.0,,,37083,4412.662525621995,51.58084765305363,44.023999190430175
215502.0,2,2155.0,3.0,2.0,1998.0,19.0,20.0,,4.0,0.0,0.0,0.0,0.0,0.0288461538461538,1.0,1.0,0.1028846153846153,1.0,1.9,1.0,69.0,60.0,55.0,115.0,0.0,0.0,4.7,1.0,1.0,,,,0.1150747986191024,1.0,19.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,52.0,56.0,567.8069010085948,3.0,1.0,23.2,310.0,19.0,75230.45237939629,,,,,,,,,,,,,,,,19.0,4.0,1.0,2.0,,,29075,4815.4910770943725,25.50049024466081,
215502.0,3,2155.0,3.0,2.0,1998.0,19.0,20.0,,4.0,0.0,0.0,0.0,0.0,0.0288461538461538,1.0,1.0,0.0288461538461538,1.0,4.0,1.0,69.0,60.0,55.0,115.0,0.0,0.0,4.0,1.0,1.0,,,,0.2301495972382048,1.0,19.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,52.0,48.0,2706.024103399772,3.0,1.0,34.0,629.0,19.0,80981.76464176469,,,,,,,,,,,,,,,,19.0,4.0,1.0,2.0,,,51069,,70.12628068449632,60.820221026200144
215601.0,0,2156.0,3.0,2.0,1996.0,12.0,20.0,7.0,0.0,1.0,1.0,1.0,1.0,0.1346153846153846,,,,,,,13.0,22.0,22.0,48.66666666666666,0.0,0.0,,1.0,1.0,,,,0.1150747986191024,1.0,12.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,52.0,40.0,9156.355450632853,3.0,0.3333333333333333,50.0,2153.333333333333,12.0,21095.003617362665,,,,,,,,,,,,,,,,12.0,1.0,0.0,1.0,,,21221,3207.0441238905346,39.83763860449678,36.03985981892325
215601.0,1,2156.0,3.0,2.0,1996.0,12.0,20.0,4.5,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,0.0,1.0,0.0288461538461538,4.0,0.2301495972382048,0.0,37.5,45.5,39.0,95.33333333333331,0.0,0.0,5.0,1.0,1.0,,,,0.1150747986191024,1.0,12.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,52.0,40.0,14883.41176723857,3.0,1.0,47.0,1880.0,12.0,19280.944545048784,,,,,,,,,,,,,,,,12.0,1.0,0.0,1.0,,,42017,5609.27677891225,84.8611697756227,63.59404239755933
215601.0,2,2156.0,3.0,2.0,1996.0,12.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0923076923076923,0.0,1.0,0.0288461538461538,4.4,0.5380897583429229,0.7,65.0,61.0,38.0,107.0,0.0,0.0,5.0,1.0,1.0,,,,0.1150747986191024,1.0,12.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,52.0,40.0,14209.253089948365,3.0,1.0,52.0,2080.0,12.0,18280.32596961375,,,,,,,,,,,,,,,,12.0,1.0,0.0,1.0,,,54015,4964.695681777359,40.25917919119694,31.581295557760285
215601.0,3,2156.0,3.0,2.0,1996.0,12.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,0.0,1.0,0.0288461538461538,4.0,0.2301495972382048,1.0,65.0,61.0,38.0,107.0,0.0,0.0,5.0,1.0,1.0,,,,0.1150747986191024,1.0,12.0,6.5,9.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,52.0,40.0,17168.110900639535,3.0,1.0,52.0,2059.2,12.0,19828.071748404916,,,,,,,,,,,,,,,,12.0,1.0,0.0,1.0,,,21179,3863.5909899980834,43.69826574429955,40.40981845596803
